danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.555,0.369,-11.677,0.0267,0.101,0.00153,0.101,0.472,74.495,disco
0.555,0.369,-11.677,0.0267,0.101,0.00153,0.101,0.472,74.495,funk
0.555,0.369,-11.677,0.0267,0.101,0.00153,0.101,0.472,74.495,soul
0.699,0.696,-9.582,0.26,0.196,0.0,0.32,0.821,121.233,funk
0.699,0.696,-9.582,0.26,0.196,0.0,0.32,0.821,121.233,soul
0.633,0.344,-8.014,0.0568,0.57,0.0,0.0986,0.229,115.951,funk
0.633,0.344,-8.014,0.0568,0.57,0.0,0.0986,0.229,115.951,soul
0.734,0.586,-11.866,0.129,0.125,0.0,0.0367,0.762,109.933,funk
0.734,0.586,-11.866,0.129,0.125,0.0,0.0367,0.762,109.933,soul
0.668,0.437,-10.146,0.0287,0.499,7.28e-06,0.0792,0.621,78.302,funk
0.668,0.437,-10.146,0.0287,0.499,7.28e-06,0.0792,0.621,78.302,soul
0.621,0.417,-10.295,0.0314,0.703,5.65e-05,0.0911,0.489,80.994,funk
0.621,0.417,-10.295,0.0314,0.703,5.65e-05,0.0911,0.489,80.994,soul
0.637,0.542,-8.173,0.0356,0.765,0.0,0.302,0.38,105.322,funk
0.637,0.542,-8.173,0.0356,0.765,0.0,0.302,0.38,105.322,soul
0.593,0.506,-9.708,0.0263,0.412,3.99e-06,0.048,0.378,91.273,funk
0.593,0.506,-9.708,0.0263,0.412,3.99e-06,0.048,0.378,91.273,soul
0.504,0.728,-5.699,0.0234,0.36,0.0,0.159,0.683,89.255,funk
0.504,0.728,-5.699,0.0234,0.36,0.0,0.159,0.683,89.255,soul
0.656,0.632,-7.977,0.0967,0.33,0.00176,0.123,0.29,90.09,jazz
0.487,0.454,-9.792,0.0277,0.526,0.0137,0.303,0.27,79.969,pop
0.485,0.332,-9.244,0.0338,0.784,0.000122,0.146,0.273,130.813,edm
0.485,0.332,-9.244,0.0338,0.784,0.000122,0.146,0.273,130.813,pop
0.913,0.223,-12.421,0.321,0.257,8.78e-05,0.0786,0.35,139.968,pop
0.415,0.616,-8.009,0.205,0.648,0.0,0.0974,0.484,128.088,pop
0.556,0.978,-3.291,0.0524,0.01,0.0,0.274,0.678,128.658,country
0.589,0.908,-5.784,0.0356,0.0491,0.0577,0.0729,0.865,71.969,country
0.602,0.896,-4.267,0.0437,0.0773,8.87e-05,0.091,0.641,124.978,pop
0.702,0.693,-6.341,0.0574,0.212,4.68e-06,0.0611,0.826,160.127,country
0.592,0.761,-6.212,0.0284,0.2,1.4e-05,0.146,0.861,153.362,country
0.657,0.714,-6.965,0.0273,0.281,0.000145,0.0838,0.488,99.991,country
0.515,0.9,-3.062,0.0383,0.0416,1.92e-05,0.0585,0.3,118.372,country
0.618,0.79,-4.973,0.0445,0.0655,0.00641,0.11,0.545,119.987,country
0.622,0.666,-7.244,0.0255,0.0106,0.00138,0.446,0.789,113.858,country
0.398,0.281,-6.39,0.0351,0.922,0.0,0.21,0.252,140.362,pop
0.302,0.336,-9.877,0.0343,0.792,0.0,0.0935,0.158,154.738,pop
0.467,0.632,-6.718,0.0331,0.0281,0.0,0.0633,0.289,140.055,pop
0.654,0.235,-11.292,0.159,0.819,0.0,0.0891,0.061,88.903,pop
0.447,0.595,-5.312,0.0492,0.579,0.0,0.152,0.323,129.455,pop
0.399,0.418,-6.539,0.0306,0.513,8.36e-06,0.117,0.0786,108.512,country
0.46,0.741,-4.455,0.0339,0.135,0.0,0.169,0.308,149.921,country
0.595,0.713,-5.556,0.117,0.0611,0.0,0.115,0.388,159.614,pop
0.656,0.741,-6.711,0.265,0.155,4.31e-06,0.123,0.301,74.801,pop
0.677,0.665,-6.078,0.048,0.137,2.35e-06,0.141,0.123,151.73,pop
0.749,0.415,-9.233,0.322,0.289,0.0,0.121,0.387,133.917,pop
0.474,0.386,-7.924,0.0297,0.718,0.0,0.123,0.272,138.022,country
0.474,0.386,-7.924,0.0297,0.718,0.0,0.123,0.272,138.022,pop
0.594,0.455,-11.585,0.0315,0.443,0.0,0.0631,0.829,204.001,country
0.469,0.69,-7.608,0.044,0.0869,0.0021,0.0955,0.0357,175.0,rock
0.624,0.708,-6.297,0.144,0.00506,2.21e-06,0.111,0.703,176.009,pop
0.541,0.887,-5.102,0.0534,0.00491,0.000174,0.0697,0.679,158.107,pop
0.627,0.667,-6.193,0.0429,0.00319,1.45e-05,0.208,0.342,128.978,rock
0.634,0.721,-4.361,0.0254,0.0169,0.00981,0.0544,0.249,101.515,rock
0.599,0.866,-3.685,0.119,0.0957,0.0,0.136,0.552,172.037,pop
0.245,0.263,-9.56,0.0333,0.889,0.000554,0.114,0.0839,97.781,singer-songwriter
0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612,classical
0.495,0.453,-4.823,0.031,0.421,0.0,0.0662,0.236,119.482,pop
0.822,0.22,-8.36,0.0382,0.25,0.0,0.112,0.634,87.453,pop
0.554,0.88,-4.25,0.0428,0.0805,0.0313,0.295,0.313,89.868,pop
0.369,0.84,-4.298,0.0567,0.194,0.0,0.154,0.328,198.5,pop
0.56,0.823,-4.638,0.0789,0.00898,0.0,0.144,0.697,140.11,pop
0.579,0.855,-5.401,0.0552,0.063,3.68e-06,0.423,0.726,93.003,pop
0.625,0.598,-7.085,0.0336,0.0271,0.0,0.15,0.369,85.011,pop
0.664,0.729,-5.007,0.0533,0.00221,0.0,0.251,0.685,77.992,pop
0.761,0.756,-4.866,0.0674,0.00471,0.00023,0.0513,0.799,127.984,edm
0.525,0.773,-5.623,0.185,0.00583,6.04e-06,0.229,0.381,119.947,edm
0.525,0.773,-5.623,0.185,0.00583,6.04e-06,0.229,0.381,119.947,pop
0.474,0.692,-5.776,0.033,0.0171,1.83e-05,0.138,0.492,139.884,edm
0.745,0.904,-5.95,0.0556,0.0556,0.855,0.0563,0.464,128.001,edm
0.722,0.723,-5.188,0.0644,0.0162,1.68e-05,0.0709,0.522,127.831,edm
0.722,0.723,-5.188,0.0644,0.0162,1.68e-05,0.0709,0.522,127.831,house
0.722,0.723,-5.188,0.0644,0.0162,1.68e-05,0.0709,0.522,127.831,pop
0.722,0.723,-5.188,0.0644,0.0162,1.68e-05,0.0709,0.522,127.831,trance
0.584,0.914,-4.601,0.239,0.0573,0.0818,0.243,0.0674,132.024,trance
0.659,0.936,-4.772,0.0729,0.000542,0.00518,0.335,0.245,128.0,edm
0.482,0.887,-4.344,0.092,0.12,0.0,0.256,0.501,125.945,edm
0.482,0.887,-4.344,0.092,0.12,0.0,0.256,0.501,125.945,trance
0.72,0.77,-4.069,0.0762,0.035,1.88e-06,0.46,0.217,127.996,edm
0.512,0.905,-4.296,0.148,0.00785,1.31e-06,0.339,0.336,127.94,edm
0.311,0.693,-7.558,0.0587,0.00443,0.802,0.371,0.172,128.925,edm
0.311,0.693,-7.558,0.0587,0.00443,0.802,0.371,0.172,128.925,trance
0.567,0.985,-6.076,0.0521,0.000756,0.866,0.173,0.445,135.019,trance
0.471,0.679,-6.501,0.0387,0.0155,0.000185,0.104,0.17,132.058,edm
0.471,0.679,-6.501,0.0387,0.0155,0.000185,0.104,0.17,132.058,trance
0.625,0.836,-5.376,0.0339,0.137,0.909,0.041,0.187,126.021,edm
0.538,0.452,-6.67,0.0343,0.0754,0.0279,0.107,0.0665,160.119,edm
0.577,0.88,-2.916,0.0357,0.335,0.896,0.143,0.259,127.951,edm
0.577,0.88,-2.916,0.0357,0.335,0.896,0.143,0.259,127.951,house
0.515,0.675,-4.801,0.0358,0.0356,0.0,0.15,0.216,128.14,edm
0.515,0.675,-4.801,0.0358,0.0356,0.0,0.15,0.216,128.14,trance
0.26,0.283,-11.165,0.0355,0.541,0.0,0.0889,0.0454,84.075,trance
0.508,0.885,-6.304,0.0478,0.00135,0.000116,0.365,0.534,87.399,edm
0.649,0.983,-2.97,0.0477,0.357,0.887,0.13,0.73,127.975,edm
0.504,0.788,-5.343,0.0759,0.00195,0.000595,0.556,0.164,127.961,edm
0.517,0.828,-5.648,0.0482,9.69e-05,0.841,0.411,0.0605,128.077,edm
0.517,0.828,-5.648,0.0482,9.69e-05,0.841,0.411,0.0605,128.077,pop
0.654,0.77,-4.732,0.0303,0.0157,0.29,0.718,0.117,128.042,edm
0.651,0.799,-3.384,0.0608,0.139,0.0,0.118,0.351,128.046,edm
0.651,0.799,-3.384,0.0608,0.139,0.0,0.118,0.351,128.046,house
0.64,0.676,-7.094,0.0419,0.0122,0.927,0.151,0.158,99.897,ambient
0.472,0.835,-9.44,0.0442,0.0183,0.789,0.365,0.193,173.807,ambient
0.666,0.561,-7.922,0.0266,0.000621,0.846,0.116,0.488,99.89,ambient
0.738,0.739,-6.823,0.0403,0.378,0.891,0.111,0.257,109.88,ambient
0.595,0.52,-9.663,0.0348,0.00335,0.937,0.0954,0.641,98.901,ambient
0.612,0.436,-11.014,0.0252,0.0457,0.859,0.674,0.0365,96.91,ambient
0.45,0.747,-9.76,0.0728,0.0116,0.856,0.092,0.451,99.911,ambient
0.617,0.728,-8.017,0.033,0.000217,0.897,0.11,0.499,99.914,ambient
0.713,0.617,-9.891,0.0483,0.479,0.851,0.0931,0.534,119.87,ambient
0.575,0.798,-8.362,0.0284,0.0224,0.86,0.329,0.658,119.878,ambient
0.457,0.778,-8.417,0.0373,0.0476,0.936,0.661,0.0334,101.923,ambient
0.522,0.788,-7.776,0.0275,0.00763,0.911,0.363,0.241,146.348,ambient
0.643,0.825,-8.543,0.0352,0.197,0.961,0.116,0.766,96.728,ambient
0.561,0.503,-11.123,0.0362,0.0049,0.891,0.386,0.0362,104.14,ambient
0.641,0.477,-13.083,0.058,0.165,0.922,0.0788,0.46,171.424,ambient
0.322,0.615,-10.774,0.0427,0.507,0.819,0.0677,0.0361,167.95,ambient
0.184,0.0986,-32.477,0.0377,0.83,0.986,0.141,0.0367,72.137,ambient
0.574,0.885,-10.997,0.0375,0.117,0.937,0.109,0.038,136.129,ambient
0.208,0.537,-22.036,0.34,0.756,0.994,0.383,0.222,127.411,ambient
0.661,0.699,-9.909,0.0351,0.141,0.876,0.093,0.322,89.808,ambient
0.178,0.114,-29.928,0.0965,0.993,0.885,0.0598,0.0345,178.6,ambient
0.551,0.659,-12.302,0.0357,0.122,0.919,0.112,0.408,61.984,ambient
0.57,0.664,-4.997,0.0283,0.0328,0.0,0.0673,0.214,121.316,country
0.548,0.402,-8.727,0.0247,0.698,0.000114,0.135,0.214,84.211,country
0.539,0.569,-8.038,0.0296,0.458,4.88e-05,0.0857,0.483,103.86,country
0.54,0.495,-6.386,0.0268,0.404,0.00011,0.124,0.338,70.997,country
0.667,0.878,-4.797,0.0445,0.13,0.0,0.16,0.816,107.024,country
0.607,0.61,-6.155,0.126,0.0734,0.0,0.359,0.729,191.952,country
0.524,0.68,-5.918,0.0736,0.0641,0.0164,0.124,0.142,151.666,country
0.578,0.937,-5.685,0.0481,0.0294,0.0,0.122,0.479,102.983,country
0.569,0.782,-5.769,0.026,0.00317,2.32e-06,0.102,0.433,99.222,country
0.706,0.639,-4.853,0.0394,0.8,0.0,0.372,0.858,100.141,country
0.615,0.602,-6.581,0.0265,0.208,2.37e-05,0.138,0.397,91.968,country
0.601,0.682,-4.548,0.0282,0.159,0.0,0.0786,0.337,111.006,country
0.453,0.905,-2.098,0.0309,0.267,0.0,0.0859,0.744,188.035,country
0.506,0.772,-2.718,0.0385,0.0306,7.55e-06,0.0942,0.201,92.019,country
0.59,0.867,-6.4,0.0397,0.0117,6.42e-06,0.232,0.6,111.655,country
0.523,0.747,-6.125,0.0292,0.0807,0.0,0.11,0.294,118.97,country
0.638,0.634,-6.474,0.0468,0.214,0.0,0.0866,0.473,92.097,country
0.674,0.693,-4.777,0.0579,0.22,0.000197,0.0956,0.961,159.926,country
0.586,0.527,-14.327,0.0526,0.311,0.0,0.116,0.867,179.892,country
0.392,0.629,-8.885,0.0447,0.562,6.12e-05,0.374,0.539,146.657,rock
0.392,0.629,-8.885,0.0447,0.562,6.12e-05,0.374,0.539,146.657,singer-songwriter
0.625,0.835,-6.476,0.0491,0.0831,0.0842,0.0999,0.876,118.641,rock
0.713,0.793,-10.138,0.21,0.81,0.0,0.198,0.804,92.713,rock
0.713,0.793,-10.138,0.21,0.81,0.0,0.198,0.804,92.713,rockabilly
0.713,0.793,-10.138,0.21,0.81,0.0,0.198,0.804,92.713,soul
0.366,0.317,-13.976,0.027,0.541,0.0,0.0865,0.398,94.108,rockabilly
0.366,0.317,-13.976,0.027,0.541,0.0,0.0865,0.398,94.108,soul
0.339,0.426,-11.303,0.0543,0.317,0.00082,0.103,0.285,72.445,rock
0.414,0.167,-16.519,0.0484,0.804,0.0,0.117,0.384,133.45,folk
0.481,0.946,-5.725,0.0779,0.0307,2.48e-06,0.976,0.331,139.928,rock
0.481,0.946,-5.725,0.0779,0.0307,2.48e-06,0.976,0.331,139.928,singer-songwriter
0.674,0.795,-7.461,0.0424,0.517,0.0,0.0673,0.876,147.959,folk
0.674,0.795,-7.461,0.0424,0.517,0.0,0.0673,0.876,147.959,rock
0.674,0.795,-7.461,0.0424,0.517,0.0,0.0673,0.876,147.959,singer-songwriter
0.571,0.542,-6.436,0.0419,0.352,0.0,0.113,0.372,112.974,rock
0.488,0.209,-19.549,0.0369,0.374,5.05e-06,0.103,0.362,120.63,folk
0.488,0.209,-19.549,0.0369,0.374,5.05e-06,0.103,0.362,120.63,singer-songwriter
0.817,0.633,-8.143,0.0631,0.0269,0.127,0.0959,0.913,135.158,reggae
0.571,0.862,-4.119,0.0381,0.0027,5.09e-05,0.155,0.77,121.687,pop
0.632,0.7,-5.732,0.0349,0.000225,1.87e-05,0.395,0.686,172.02,rock
0.738,0.508,-11.627,0.0646,0.0272,0.00336,0.0887,0.609,78.404,dub
0.738,0.508,-11.627,0.0646,0.0272,0.00336,0.0887,0.609,78.404,reggae
0.66,0.748,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,rockabilly
0.683,0.438,-12.433,0.0264,0.12,8.49e-06,0.269,0.568,132.951,country
0.613,0.807,-2.739,0.0382,0.0671,0.0,0.322,0.813,133.023,pop
0.4,0.834,-5.729,0.212,0.0248,0.0,0.236,0.158,132.799,pop
0.451,0.364,-13.126,0.0436,0.469,0.0,0.197,0.298,154.206,folk
0.451,0.364,-13.126,0.0436,0.469,0.0,0.197,0.298,154.206,rock
0.498,0.733,-5.962,0.0338,0.0411,0.0,0.107,0.365,79.983,pop
0.92,0.34,-12.008,0.0596,0.0238,0.0025,0.0844,0.487,131.865,reggae
0.565,0.737,-6.519,0.114,0.000666,0.0,0.21,0.322,93.893,pop
0.884,0.521,-8.844,0.0795,0.19,0.0,0.135,0.241,127.011,pop
0.93,0.581,-5.276,0.0413,0.199,0.00802,0.0361,0.803,98.988,latin
0.93,0.581,-5.276,0.0413,0.199,0.00802,0.0361,0.803,98.988,pop
0.596,0.736,-5.047,0.0334,0.0294,0.0,0.118,0.333,145.918,pop
0.631,0.354,-11.112,0.0313,0.795,0.000107,0.0879,0.522,73.007,rock
0.833,0.675,-7.072,0.272,0.152,0.0,0.111,0.809,103.044,latin
0.833,0.675,-7.072,0.272,0.152,0.0,0.111,0.809,103.044,pop
0.686,0.633,-6.073,0.0483,0.0231,0.0,0.0831,0.8,96.027,pop
0.654,0.304,-9.067,0.0358,0.647,7.18e-05,0.147,0.102,113.992,pop
0.695,0.722,-4.679,0.0547,0.0623,0.0,0.301,0.752,122.045,pop
0.499,0.963,-4.796,0.241,0.00333,0.0,0.111,0.459,100.509,pop
0.635,0.827,-5.208,0.107,0.233,2.53e-05,0.237,0.41,150.085,pop
0.822,0.536,-6.102,0.123,0.3,0.0,0.311,0.546,127.982,latin
0.822,0.536,-6.102,0.123,0.3,0.0,0.311,0.546,127.982,pop
0.636,0.925,-3.026,0.0753,0.0844,4e-06,0.119,0.63,132.016,pop
0.395,0.608,-7.347,0.0622,0.562,0.00566,0.103,0.333,98.162,pop
0.68,0.707,-7.225,0.0987,0.479,0.0,0.511,0.382,119.993,pop
0.641,0.539,-6.351,0.0463,0.346,7.04e-06,0.0837,0.436,148.004,pop
0.663,0.491,-9.85,0.0537,0.0354,0.000366,0.57,0.329,90.99,pop
0.572,0.503,-7.334,0.0858,0.156,0.0,0.346,0.553,103.215,pop
0.696,0.513,-5.567,0.0424,0.00508,0.0,0.0682,0.144,129.859,pop
0.509,0.522,-4.648,0.189,0.013,0.0,0.329,0.229,132.087,pop
0.663,0.506,-6.755,0.0431,0.0186,0.0,0.237,0.323,81.987,pop
0.694,0.413,-8.231,0.0259,0.0197,0.000905,0.195,0.36,96.474,pop
0.412,0.494,-6.79,0.0394,0.837,0.0,0.431,0.421,60.394,pop
0.706,0.864,-3.981,0.0677,0.0119,0.0,0.205,0.576,97.973,pop
0.303,0.347,-9.054,0.0932,0.579,0.0,0.19,0.0829,59.334,pop
0.371,0.557,-6.49,0.139,0.301,0.0,0.111,0.464,157.088,pop
0.543,0.76,-6.17,0.131,0.152,0.0,0.206,0.498,72.549,pop
0.57,0.756,-3.971,0.0829,0.0234,0.0,0.419,0.37,128.323,pop
0.426,0.662,-6.239,0.055,0.0318,0.0,0.0811,0.199,118.573,pop
0.639,0.727,-6.941,0.0496,0.0114,0.0,0.0752,0.505,123.011,pop
0.759,0.725,-7.006,0.158,0.576,0.0,0.0771,0.619,87.467,pop
0.754,0.613,-6.342,0.229,0.318,0.0,0.335,0.904,113.196,pop
0.752,0.76,-5.34,0.0341,0.319,0.0,0.335,0.752,107.034,pop
0.58,0.318,-8.926,0.0279,0.756,0.000171,0.117,0.295,129.757,pop
0.298,0.668,-5.536,0.0478,0.0699,2.44e-05,0.59,0.121,110.063,pop
0.245,0.492,-9.397,0.0593,0.466,0.0,0.0851,0.104,167.7,pop
0.352,0.725,-6.463,0.0656,0.00193,2.73e-06,0.22,0.339,189.767,pop
0.506,0.201,-12.931,0.0294,0.926,0.000411,0.253,0.145,71.925,pop
0.346,0.42,-11.506,0.0298,0.864,0.0875,0.901,0.303,83.56,pop
0.654,0.708,-6.655,0.0262,0.0809,0.000731,0.106,0.641,100.973,country
0.397,0.091,-18.513,0.108,0.935,0.0,0.0881,0.207,75.556,pop
0.353,0.0692,-21.416,0.0419,0.98,0.0,0.153,0.292,127.42,pop
0.248,0.0236,-22.391,0.0396,0.92,2.04e-06,0.0853,0.0835,84.109,disney
0.629,0.889,-3.644,0.0692,0.0591,0.0,0.473,0.683,114.058,pop
0.628,0.941,-3.305,0.0508,0.0519,0.0,0.519,0.85,143.999,pop
0.788,0.67,-6.335,0.0894,0.154,3.97e-06,0.0754,0.968,124.965,pop
0.548,0.932,-4.117,0.0769,0.0804,0.0047,0.944,0.541,123.983,pop
0.465,0.94,-4.11,0.0658,0.000276,0.000225,0.39,0.422,150.007,pop
0.46,0.976,-3.995,0.166,0.0414,0.0,0.64,0.329,149.964,pop
0.449,0.971,-3.276,0.0603,0.00255,1.85e-06,0.948,0.605,144.848,pop
0.498,0.974,-3.785,0.0993,0.0592,0.0,0.985,0.337,132.014,pop
0.462,0.911,-3.43,0.0641,0.0115,9.65e-05,0.596,0.496,141.049,pop
0.508,0.962,-3.323,0.0842,0.00671,0.000315,0.818,0.374,143.987,pop
0.379,0.972,-4.387,0.194,0.00524,0.000886,0.96,0.356,160.846,pop
0.639,0.845,-3.729,0.0346,0.00651,0.0,0.0619,0.729,94.036,pop
0.72,0.913,-3.67,0.0491,0.00303,6.24e-05,0.348,0.8,124.997,pop
0.735,0.905,-3.002,0.0691,0.0206,0.0,0.05,0.784,136.002,pop
0.491,0.858,-4.243,0.0424,0.0725,0.0,0.345,0.407,89.046,pop
0.887,0.894,-7.222,0.158,0.0321,0.0042,0.0313,0.582,112.993,pop
0.549,0.726,-5.564,0.0371,0.0387,0.000864,0.0937,0.242,119.972,pop
0.47,0.876,-3.49,0.0937,0.00076,0.0,0.219,0.795,177.997,pop
0.784,0.623,-4.868,0.0424,0.00105,0.0135,0.143,0.555,112.999,pop
0.506,0.931,-2.172,0.103,0.00409,5.53e-05,0.307,0.548,151.067,pop
0.493,0.935,-2.763,0.0645,0.000316,0.0,0.076,0.347,150.085,pop
0.49,0.843,-4.849,0.0478,0.0706,0.0,0.104,0.564,112.85,pop
0.589,0.926,-3.606,0.137,0.162,3.29e-06,0.195,0.346,107.086,disney
0.589,0.926,-3.606,0.137,0.162,3.29e-06,0.195,0.346,107.086,pop
0.715,0.879,-2.117,0.0647,0.00959,0.000158,0.114,0.747,120.009,disney
0.715,0.879,-2.117,0.0647,0.00959,0.000158,0.114,0.747,120.009,pop
0.538,0.481,-8.716,0.0997,0.545,0.0,0.086,0.191,95.914,disney
0.634,0.827,-3.687,0.0393,0.00104,0.0,0.326,0.739,83.994,pop
0.503,0.849,-4.639,0.218,0.217,0.0,0.801,0.557,203.795,disney
0.503,0.849,-4.639,0.218,0.217,0.0,0.801,0.557,203.795,pop
0.753,0.96,-3.339,0.0815,0.0422,0.0,0.944,0.498,107.014,disney
0.753,0.96,-3.339,0.0815,0.0422,0.0,0.944,0.498,107.014,pop
0.674,0.87,-5.158,0.0912,0.428,5.08e-06,0.127,0.559,120.027,disney
0.674,0.87,-5.158,0.0912,0.428,5.08e-06,0.127,0.559,120.027,pop
0.582,0.822,-4.861,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,rock
0.868,0.634,-6.222,0.105,0.342,0.0,0.171,0.746,107.0,pop
0.747,0.76,-4.294,0.187,0.448,0.0,0.153,0.682,99.975,pop
0.713,0.84,-4.596,0.0613,0.0466,7.73e-05,0.232,0.647,130.066,pop
0.599,0.791,-5.563,0.0422,0.00142,0.0,0.102,0.335,111.022,pop
0.572,0.797,-4.259,0.0365,0.0477,0.419,0.0884,0.637,110.264,funk
0.572,0.797,-4.259,0.0365,0.0477,0.419,0.0884,0.637,110.264,soul
0.555,0.705,-9.67,0.0472,0.0496,0.0183,0.216,0.781,117.219,rock
0.816,0.255,-15.319,0.129,0.621,0.315,0.0981,0.483,105.857,house
0.723,0.754,-9.376,0.0576,0.0491,0.00112,0.393,0.592,97.201,soul
0.721,0.718,-10.315,0.0371,0.015,0.658,0.0775,0.741,110.009,soul
0.861,0.875,-5.913,0.106,0.422,0.0,0.837,0.747,105.124,pop
0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.942,edm
0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.942,house
0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.942,pop
0.759,0.632,-5.296,0.0659,0.00168,0.0681,0.0579,0.412,124.01,edm
0.759,0.632,-5.296,0.0659,0.00168,0.0681,0.0579,0.412,124.01,house
0.587,0.769,-6.38,0.0763,0.00101,0.339,0.119,0.574,120.046,pop
0.624,0.837,-6.533,0.0356,0.0368,0.851,0.311,0.376,126.021,edm
0.624,0.837,-6.533,0.0356,0.0368,0.851,0.311,0.376,126.021,pop
0.534,0.711,-5.927,0.0368,0.05,0.0031,0.135,0.3,128.102,edm
0.534,0.711,-5.927,0.0368,0.05,0.0031,0.135,0.3,128.102,pop
0.721,0.832,-7.251,0.0499,0.00945,0.206,0.178,0.303,125.017,edm
0.721,0.832,-7.251,0.0499,0.00945,0.206,0.178,0.303,125.017,house
0.73,0.634,-8.1,0.0389,0.00524,0.000118,0.18,0.52,121.025,edm
0.73,0.634,-8.1,0.0389,0.00524,0.000118,0.18,0.52,121.025,house
0.61,0.836,-4.455,0.0573,0.00374,0.0,0.358,0.657,126.056,house
0.75,0.958,-2.183,0.0705,0.00993,6.99e-06,0.209,0.805,124.0,pop
0.621,0.746,-6.966,0.22,0.0094,0.000764,0.234,0.676,123.921,house
0.621,0.746,-6.966,0.22,0.0094,0.000764,0.234,0.676,123.921,pop
0.632,0.88,-4.051,0.0463,0.0144,0.0021,0.118,0.338,129.007,edm
0.632,0.88,-4.051,0.0463,0.0144,0.0021,0.118,0.338,129.007,pop
0.753,0.885,-5.509,0.0394,0.0504,0.000958,0.366,0.863,102.785,pop
0.718,0.807,-5.263,0.0543,0.00706,0.000197,0.0285,0.561,124.982,edm
0.718,0.807,-5.263,0.0543,0.00706,0.000197,0.0285,0.561,124.982,pop
0.766,0.753,-4.336,0.0527,0.00347,0.74,0.0595,0.568,122.998,edm
0.766,0.753,-4.336,0.0527,0.00347,0.74,0.0595,0.568,122.998,house
0.759,0.587,-6.972,0.233,0.0708,0.00111,0.293,0.169,123.021,edm
0.759,0.587,-6.972,0.233,0.0708,0.00111,0.293,0.169,123.021,house
0.621,0.831,-3.793,0.038,0.185,0.000925,0.102,0.527,125.946,edm
0.621,0.831,-3.793,0.038,0.185,0.000925,0.102,0.527,125.946,pop
0.502,0.856,-3.917,0.0573,0.00518,1.48e-06,0.151,0.311,128.124,edm
0.502,0.856,-3.917,0.0573,0.00518,1.48e-06,0.151,0.311,128.124,pop
0.584,0.824,-5.236,0.0446,0.0153,7.35e-06,0.097,0.542,126.964,edm
0.584,0.824,-5.236,0.0446,0.0153,7.35e-06,0.097,0.542,126.964,pop
0.719,0.718,-4.443,0.0429,0.000169,0.4,0.0507,0.588,128.014,edm
0.719,0.718,-4.443,0.0429,0.000169,0.4,0.0507,0.588,128.014,house
0.719,0.718,-4.443,0.0429,0.000169,0.4,0.0507,0.588,128.014,pop
0.63,0.763,-3.771,0.0311,0.024,0.000814,0.0847,0.178,128.964,pop
0.817,0.733,-6.009,0.145,0.0152,4.31e-05,0.107,0.833,127.056,latin
0.817,0.733,-6.009,0.145,0.0152,4.31e-05,0.107,0.833,127.056,pop
0.578,0.777,-7.572,0.243,0.261,0.00318,0.223,0.65,205.749,pop
0.56,0.923,-2.633,0.191,0.116,1.7e-06,0.241,0.807,167.903,pop
0.637,0.955,-1.691,0.112,0.106,0.0,0.422,0.613,127.985,pop
0.545,0.544,-8.037,0.0439,0.000203,0.00075,0.116,0.177,128.037,pop
0.5,0.902,-4.67,0.0718,0.000742,0.137,0.164,0.619,91.059,pop
0.518,0.193,-15.9,0.0478,0.416,0.0,0.122,0.596,140.352,soul
0.654,0.432,-14.433,0.051,0.611,0.0,0.111,0.782,117.368,soul
0.666,0.365,-14.32,0.0594,0.837,8.62e-05,0.189,0.679,118.072,soul
0.625,0.665,-12.088,0.0895,0.501,0.0,0.333,0.88,101.411,soul
0.608,0.594,-11.86,0.0435,0.32,4.75e-05,0.129,0.789,125.166,soul
0.794,0.755,-6.388,0.104,0.744,0.00282,0.221,0.845,100.368,industrial
0.68,0.462,-7.504,0.289,0.00071,0.0,0.0573,0.687,146.992,reggae
0.673,0.581,-11.824,0.0654,0.418,1.48e-05,0.232,0.871,137.945,folk
0.673,0.581,-11.824,0.0654,0.418,1.48e-05,0.232,0.871,137.945,rock
0.673,0.581,-11.824,0.0654,0.418,1.48e-05,0.232,0.871,137.945,singer-songwriter
0.746,0.243,-15.134,0.123,0.829,1.02e-06,0.0905,0.425,118.578,soul
0.755,0.448,-8.702,0.027,0.706,2.59e-05,0.101,0.397,92.039,latin
0.557,0.0271,-14.84,0.0394,0.932,0.0,0.248,0.229,99.648,latin
0.557,0.0271,-14.84,0.0394,0.932,0.0,0.248,0.229,99.648,pop
0.632,0.414,-13.45,0.033,0.693,0.000577,0.11,0.169,109.198,latin
0.632,0.414,-13.45,0.033,0.693,0.000577,0.11,0.169,109.198,pop
0.8,0.317,-11.883,0.0294,0.717,1.54e-05,0.112,0.49,104.931,latin
0.8,0.317,-11.883,0.0294,0.717,1.54e-05,0.112,0.49,104.931,pop
0.674,0.659,-8.049,0.0277,0.00156,0.00765,0.108,0.697,99.768,rock
0.764,0.747,-5.963,0.0349,0.33,0.0014,0.04,0.837,103.935,salsa
